,session_date_percentile,Summary_Length,cost,Hot_Topic,Made_Law,Starting_Committee,Revised_SoP,Amended,Started_House_Or_Senate
546,3,Medium,High,0,True,6,False,False,S
547,4,Medium,High,0,True,6,False,False,S
548,4,Medium,High,0,True,6,False,False,S
549,4,Medium,Medium,0,True,15,False,False,S
550,4,Medium,High,0,True,6,False,False,S
551,4,Medium,High,0,True,6,False,False,S
552,4,Medium,High,1,True,15,True,True,S
553,4,High,Medium,0,False,8,True,True,S
554,4,Medium,Medium,0,True,6,False,False,S
555,4,Medium,Medium,0,True,6,False,False,S
556,4,Medium,High,0,False,6,False,False,S
557,4,Medium,Medium,0,False,15,False,False,S
558,4,Medium,Medium,0,False,6,False,False,S
559,4,Medium,Medium,0,False,6,False,False,S
560,4,Medium,Medium,0,False,6,False,False,S
561,4,Medium,Medium,0,False,6,False,False,S
562,5,Medium,Medium,0,True,6,False,False,S
563,5,High,Medium,0,False,8,False,False,S
564,2,Medium,Medium,0,True,15,False,False,S
565,2,Medium,Medium,1,False,15,False,False,S
566,3,Medium,Medium,0,True,15,True,False,S
567,3,Medium,Medium,0,False,15,False,False,S
568,3,Medium,Medium,0,False,15,False,False,S
569,3,Medium,Medium,0,True,15,False,False,S
570,3,Medium,Medium,0,True,15,False,False,S
571,3,Medium,Medium,0,True,15,False,False,S
572,3,Medium,Medium,0,True,15,False,False,S
573,3,Medium,Medium,0,True,8,False,False,S
574,4,Medium,Medium,1,False,15,False,False,S
575,4,Medium,Medium,1,True,8,False,False,S
576,4,Medium,Medium,0,True,15,False,False,S
577,4,Medium,Medium,0,True,15,False,False,S
578,4,Medium,Medium,0,False,15,False,False,S
579,4,Medium,Medium,0,False,15,False,False,S
580,4,Medium,Medium,1,True,15,False,False,S
581,2,Medium,Medium,1,False,13,False,False,S
582,2,Medium,Medium,0,True,15,False,False,S
583,2,Medium,Medium,0,False,15,False,False,S
584,3,Medium,Medium,0,True,15,False,False,S
585,3,Medium,Medium,0,True,8,False,False,S
586,3,Medium,Medium,0,True,15,False,False,S
587,2,Medium,Medium,0,False,15,False,False,S
588,3,Medium,Medium,0,False,8,False,False,S
589,1,Medium,High,0,True,14,False,False,H
590,1,Medium,Medium,1,True,7,True,False,H
